categories,diseases,Symptoms,Related Diseases
Blood diseases,"Pontocerebellar Hypoplasia, Type a","gliosis
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","extrapyramidal dyskinesia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","abnormal periventricular white matter morphology
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","impaired smooth pursuit
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","splenomegaly
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","hepatomegaly
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","lymphadenopathy
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","elevated erythrocyte sedimentation rate
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","autoimmune hemolytic anemia
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","rheumatoid factor positive
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","elevated proportion of cd4-negative, cd8-negative, alpha-beta regulatory t cells
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","thrombocytopenia
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","nephrotic syndrome
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","gastrointestinal hemorrhage
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","petechiae
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","urticaria
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","vasculitis
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","eosinophilia
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","iron deficiency anemia
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","follicular hyperplasia
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","increased circulating iga level
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","antiphospholipid antibody positivity
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","autoimmune thrombocytopenia
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","increased circulating igm level
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","coombs-positive hemolytic anemia
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","neutropenia in presence of anti-neutropil antibodies
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","antinuclear antibody positivity
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","increased circulating igg level
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","nephritis
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","chronic noninfectious lymphadenopathy
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","malar rash
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","smooth muscle antibody positivity
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","antineutrophil antibody positivity
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","increased b cell count
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","increased proportion of hla dr+ t cells
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","platelet antibody positive
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","reduced delayed hypersensitivity
30",
Blood diseases,"Autoimmune Lymphoproliferative Syndrome, Type Iia","decreased lymphocyte apoptosis
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","intellectual disability
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","seizure
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","spasticity
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","clonus
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","dysphagia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","global developmental delay
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","optic atrophy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","strabismus
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","absent speech
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","delayed social development
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","irritability
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","ventriculomegaly
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","dystonia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","cerebellar hypoplasia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","hypoplasia of the corpus callosum
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","periventricular leukomalacia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","cerebral visual impairment
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","hypoplasia of the pons
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","visual fixation instability
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","secondary microcephaly
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","axial hypotonia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","macroglossia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","downslanted palpebral fissures
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","cerebral cortical atrophy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","midface retrusion
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","peripheral axonal neuropathy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","narrow forehead
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","facial hypotonia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","short upper lip
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","abnormal pinna morphology
30",
Blood diseases,"Maturity-Onset Diabetes of the Young, Type ","type ii diabetes mellitus
30",
Blood diseases,"Maturity-Onset Diabetes of the Young, Type ","maturity-onset diabetes of the young
30",
Blood diseases,"Myeloproliferative Disorder, Chronic, with Eosinophilia","eosinophilia
30",
Blood diseases,"Myeloproliferative Disorder, Chronic, with Eosinophilia","myeloproliferative disorder
30",
Blood diseases,"Myeloproliferative Disorder, Chronic, with Eosinophilia","malignant eosinophil proliferation
30",
Blood diseases,Whipple Disease,"depression
58
30",
Blood diseases,Whipple Disease,"developmental regression
58
30",
Blood diseases,Whipple Disease,"arthritis
58
30",
Blood diseases,Whipple Disease,"malabsorption
58
30",
Blood diseases,Whipple Disease,"fatigue
58
30",
Blood diseases,Whipple Disease,"fever
58
30",
Blood diseases,Whipple Disease,"myoclonus
58
30",
Blood diseases,Whipple Disease,"abdominal pain
58
30",
Blood diseases,Whipple Disease,"anorexia
58
30",
Blood diseases,Whipple Disease,"arthralgia
58
30",
Blood diseases,Whipple Disease,"cachexia
58
30",
Blood diseases,Whipple Disease,"mediastinal lymphadenopathy
58
30",
Blood diseases,Whipple Disease,"diarrhea
58
30",
Blood diseases,Whipple Disease,"sleep disturbance
58
30",
Blood diseases,Whipple Disease,"hypotension
58
30",
Blood diseases,Whipple Disease,"splenomegaly
58
30",
Blood diseases,Whipple Disease,"hepatomegaly
58
30",
Blood diseases,Whipple Disease,"myalgia
58
30",
Blood diseases,Whipple Disease,"uveitis
58
30",
Blood diseases,Whipple Disease,"pleuritis
58
30",
Blood diseases,Whipple Disease,"seizure
58
30",
Blood diseases,Whipple Disease,"abnormal pyramidal sign
58
30",
Blood diseases,Whipple Disease,"ataxia
58
30",
Blood diseases,Whipple Disease,"hydrocephalus
58
30",
Blood diseases,Whipple Disease,"hypothyroidism
58
30",
Blood diseases,Whipple Disease,"muscle weakness
58
30",
Blood diseases,Whipple Disease,"respiratory insufficiency
58
30",
Blood diseases,Whipple Disease,"increased intracranial pressure
58
30",
Blood diseases,Whipple Disease,"polydipsia
58
30",
Blood diseases,Whipple Disease,"cranial nerve paralysis
58
30",
Blood diseases,Whipple Disease,"anemia
58
30",
Blood diseases,Whipple Disease,"myocardial infarction
58
30",
Blood diseases,Whipple Disease,"hyponatremia
58
30",
Blood diseases,Whipple Disease,"proptosis
58
30",
Blood diseases,Whipple Disease,"cough
58
30",
Blood diseases,Whipple Disease,"gastrointestinal hemorrhage
58
30",
Blood diseases,Whipple Disease,"peripheral neuropathy
58
30",
Blood diseases,Whipple Disease,"pericarditis
58
30",
Blood diseases,Whipple Disease,"myocarditis
58
30",
Blood diseases,Whipple Disease,"chest pain
58
30",
Blood diseases,Whipple Disease,"erectile dysfunction
58
30",
Blood diseases,Whipple Disease,"generalized hyperpigmentation
58
30",
Blood diseases,Whipple Disease,"galactorrhea
58
30",
Blood diseases,Whipple Disease,"insulin resistance
58
30",
Blood diseases,Whipple Disease,"myositis
58
30",
Blood diseases,Whipple Disease,"pedal edema
58
30",
Blood diseases,Whipple Disease,"infectious encephalitis
30",
Blood diseases,Whipple Disease,"encephalitis
58",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","seizure
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","abnormal facial shape
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","hypertonia
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","myoclonus
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","polyhydramnios
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","arthrogryposis multiplex congenita
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","central apnea
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","hypoplasia of the brainstem
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","respiratory failure requiring assisted ventilation
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","olivopontocerebellar hypoplasia
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","primary microcephaly
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","micrognathia
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","midface retrusion
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","sloping forehead
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","dysphagia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","cerebellar hypoplasia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","respiratory failure
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","feeding difficulties
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","congenital contracture
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","hypoplasia of the pons
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","gliosis
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","loss of purkinje cells in the cerebellar vermis
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","spasticity
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","microcephaly
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","severe global developmental delay
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","congenital microcephaly
58",
Blood diseases,"Pontocerebellar Hypoplasia, Type ","infantile encephalopathy
30",
Blood diseases,Beta-Thalassemia Intermedia,"osteoporosis
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"persistence of hemoglobin f
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"anemia of inadequate production
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"decreased mean corpuscular volume
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"pallor
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"abnormality of iron homeostasis
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"skin ulcer
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"jaundice
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"increased susceptibility to fractures
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"hypercoagulability
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"extramedullary hematopoiesis
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"erythroid hyperplasia
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"increased hba2 hemoglobin
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"osteopenia
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"cholelithiasis
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"pulmonary arterial hypertension
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"proximal tubulopathy
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"hepatosplenomegaly
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"leukocytosis
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"elevated hepatic iron concentration
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"decreased liver function
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"high-output congestive heart failure
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"diabetes mellitus
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"hypothyroidism
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"cirrhosis
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"hypoparathyroidism
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"hypogonadism
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"adrenal insufficiency
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"spinal cord compression
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"hepatocellular carcinoma
58
30",
Blood diseases,Beta-Thalassemia Intermedia,"splenomegaly
58",
Blood diseases,Beta-Thalassemia Intermedia,"hepatomegaly
58",
Blood diseases,Beta-Thalassemia Intermedia,"abnormality of the cardiovascular system
58",
Blood diseases,Beta-Thalassemia Intermedia,"reduced bone mineral density
58",
Blood diseases,Beta-Thalassemia Intermedia,"abnormality of the skeletal system
58",
Blood diseases,Beta-Thalassemia Intermedia,"abnormality of the liver
58",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","sleep disturbance
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","dysphagia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","hypotonia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","global developmental delay
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","microcephaly
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","intellectual disability, mild
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","motor delay
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","talipes equinovarus
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","cerebral cortical atrophy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","cerebellar hypoplasia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","intercostal muscle weakness
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","poor suck
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","demyelinating peripheral neuropathy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","distal amyotrophy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","hypoplasia of the pons
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","brisk reflexes
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","limb ataxia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","hand tremor
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","sensorimotor neuropathy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","enlarged cisterna magna
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","tongue fasciculations
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","lateral ventricle dilatation
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","intellectual disability
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","hyperreflexia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","muscle weakness
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","respiratory insufficiency
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","feeding difficulties in infancy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","congenital contracture
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","degeneration of anterior horn cells
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","emg: neuropathic changes
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","neuronal loss in basal ganglia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","basal ganglia gliosis
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","spinal muscular atrophy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","hypoplasia of the ventral pons
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type a","abnormal foot morphology
30",
Blood diseases,Mcleod Syndrome,"rhabdomyolysis
30",
Blood diseases,Mcleod Syndrome,"seizure
30",
Blood diseases,Mcleod Syndrome,"dysarthria
30",
Blood diseases,Mcleod Syndrome,"muscle weakness
30",
Blood diseases,Mcleod Syndrome,"chorea
30",
Blood diseases,Mcleod Syndrome,"splenomegaly
30",
Blood diseases,Mcleod Syndrome,"hepatomegaly
30",
Blood diseases,Mcleod Syndrome,"myopathy
30",
Blood diseases,Mcleod Syndrome,"elevated circulating creatine kinase concentration
30",
Blood diseases,Mcleod Syndrome,"dilated cardiomyopathy
30",
Blood diseases,Mcleod Syndrome,"dystonia
30",
Blood diseases,Mcleod Syndrome,"acanthocytosis
30",
Blood diseases,Mcleod Syndrome,"atrial fibrillation
30",
Blood diseases,Mcleod Syndrome,"absent achilles reflex
30",
Blood diseases,Mcleod Syndrome,"areflexia of upper limbs
30",
Blood diseases,Mcleod Syndrome,"impaired vibration sensation at ankles
30",
Blood diseases,Mcleod Syndrome,"reduced haptoglobin level
30",
Blood diseases,Mcleod Syndrome,"increased circulating lactate dehydrogenase concentration
30",
Blood diseases,Mcleod Syndrome,"elevated gamma-glutamyltransferase level
30",
Blood diseases,Mcleod Syndrome,"elevated circulating aspartate aminotransferase concentration
30",
Blood diseases,Mcleod Syndrome,"elevated circulating alanine aminotransferase concentration
30",
Blood diseases,Mcleod Syndrome,"depression
30",
Blood diseases,Mcleod Syndrome,"dyskinesia
30",
Blood diseases,Mcleod Syndrome,"anxiety
30",
Blood diseases,Mcleod Syndrome,"obsessive-compulsive behavior
30",
Blood diseases,Mcleod Syndrome,"generalized-onset seizure
30",
Blood diseases,Mcleod Syndrome,"motor axonal neuropathy
30",
Blood diseases,Mcleod Syndrome,"personality disorder
30",
Blood diseases,Lymphoproliferative Syndrome ,"splenomegaly
30",
Blood diseases,Lymphoproliferative Syndrome ,"hepatomegaly
30",
Blood diseases,Lymphoproliferative Syndrome ,"recurrent infections
30",
Blood diseases,Lymphoproliferative Syndrome ,"pleural effusion
30",
Blood diseases,Lymphoproliferative Syndrome ,"lymphadenopathy
30",
Blood diseases,Lymphoproliferative Syndrome ,"pancytopenia
30",
Blood diseases,Lymphoproliferative Syndrome ,"leukopenia
30",
Blood diseases,Lymphoproliferative Syndrome ,"pericardial effusion
30",
Blood diseases,Lymphoproliferative Syndrome ,"recurrent fever
30",
Blood diseases,Lymphoproliferative Syndrome ,"decreased circulating igg level
30",
Blood diseases,Lymphoproliferative Syndrome ,"autoimmune hemolytic anemia
30",
Blood diseases,Lymphoproliferative Syndrome ,"b-cell lymphoma
30",
Blood diseases,Lymphoproliferative Syndrome ,"autoimmune thrombocytopenia
30",
Blood diseases,Lymphoproliferative Syndrome ,"lymphoproliferative disorder
30",
Blood diseases,Lymphoproliferative Syndrome ,"hodgkin lymphoma
30",
Blood diseases,Lymphoproliferative Syndrome ,"stomatitis
30",
Blood diseases,Lymphoproliferative Syndrome ,"persistent ebv viremia
30",
Blood diseases,Lymphoproliferative Syndrome ,"elevated circulating c-reactive protein concentration
30",
Blood diseases,Lymphoproliferative Syndrome ,"increased circulating ferritin concentration
30",
Blood diseases,Lymphoproliferative Syndrome ,"decreased proportion of cd4-positive helper t cells
30",
Blood diseases,Lymphoproliferative Syndrome ,"elevated erythrocyte sedimentation rate
30",
Blood diseases,"Gaucher Disease, Type Iiic","corneal opacity
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","thrombocytopenia
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","mitral valve calcification
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","aortic valve calcification
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","hepatosplenomegaly
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","calcification of the aorta
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","intellectual disability
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","hyperreflexia
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","hydrocephalus
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","sensorineural hearing impairment
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","anemia
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","strabismus
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","ophthalmoplegia
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","ventriculomegaly
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","hallux valgus
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","pes cavus
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","hyporeflexia
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","spastic paraplegia
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","oculomotor apraxia
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","pancytopenia
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","pulmonary fibrosis
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","hypoplasia of the corpus callosum
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","spontaneous, recurrent epistaxis
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","bilateral tonic-clonic seizure with generalized onset
30",
Blood diseases,"Gaucher Disease, Type Iiic","scoliosis
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","ptosis
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","delayed puberty
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","brachycephaly
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","pectus excavatum
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","hepatic fibrosis
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","cholelithiasis
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","skin ulcer
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","motor delay
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","cachexia
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","azoospermia
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","varicose veins
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","headache
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","esophageal varix
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","pulmonary arterial hypertension
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","hyperextensible skin
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","broad-based gait
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","feeding difficulties
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","abnormal temper tantrums
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","gastric ulcer
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","bacterial endocarditis
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","opsoclonus
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","poor wound healing
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","limb ataxia
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","ecchymosis
58
30",
Blood diseases,"Gaucher Disease, Type Iiic","paralysis
58
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","seizure
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","retinal dystrophy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","spasticity
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","hyperreflexia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","nystagmus
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","respiratory insufficiency
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","global developmental delay
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","flexion contracture
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","skeletal muscle atrophy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","strabismus
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","absent speech
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","growth delay
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","hip dislocation
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","poor head control
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","feeding difficulties
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","cerebellar atrophy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","cerebral atrophy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","oculomotor apraxia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","generalized hypotonia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","tongue fasciculations
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","tongue atrophy
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","progressive microcephaly
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","cerebellar cyst
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","axial hypotonia
30",
Blood diseases,"Pontocerebellar Hypoplasia, Type b","abnormal foot morphology
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"hypotonia
58
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"skeletal muscle atrophy
58
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"abnormality of immune system physiology
58
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"central nervous system degeneration
58
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"diaphragmatic paralysis
58
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"decreased nerve conduction velocity
58
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"hypertrophic cardiomyopathy
58
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"optic disc pallor
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"failure to thrive
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"respiratory failure
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"prolonged neonatal jaundice
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"oligohydramnios
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"respiratory distress
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"cerebral atrophy
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"macrocytic anemia
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"chronic hemolytic anemia
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"spasticity
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"tremor
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"kyphosis
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"global developmental delay
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"splenomegaly
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"myopathy
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"congestive heart failure
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"cholelithiasis
30",
Blood diseases,Triosephosphate Isomerase Deficiency,"jaundice
30",
